"Funding OrgName","Project Reference","ProjectCategory","Outcome Type","LeadRO Name","Department","PI Surname","PI First Name","PI Orcid iD","Influence","Type of Influence","Guideline Title","Geographic Reach","Impact","Url","GTR OutcomeId","GTR Outcome URL","GTRProjectUrl","ProjectId","FundingOrgId","LeadROId","PIId"
"EPSRC","EP/R035288/1","Research Grant","Policy Influence","University of Oxford","Environmental Change Institute SoGE","Eyre","Nick","","Participant in Ofgem Sustainable Development Advisory Group, London 27th June 2018.","Participation in a advisory committee",,"National","Participant in Ofgem Sustainable Development Advisory Group, London 27th June 2018.",,"5c80ee9e2e2049.86371490","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=policyinfluence&outcomeId=5c80ee9e2e2049.86371490&grantRef=EP%2FR035288%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/R035288/1","2FFC3AD6-934E-4EAF-8480-91DE30BC10C5","798CB33D-C79E-4578-83F2-72606407192C","3EAE04CA-9D62-4483-B9C4-F91AD9F4C5A9","11F3D93C-57D8-4329-8692-2E88322F22D6"
"ESRC","ES/S008160/1","Research Grant","Policy Influence","World Conservation Monitoring Ctr WCMC","Science Unit","Burgess","Neil","http://orcid.org/0000-0003-2291-4535","DG Sante F2F, food prices, trade and sustainable food systems (3 sessions)","Membership of a guideline committee",,"Europe",,,"6231b2034852b8.31213262","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=policyinfluence&outcomeId=6231b2034852b8.31213262&grantRef=ES%2FS008160%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=ES/S008160/1","D18DFBAF-49DE-4450-BBAB-8944BB4486C8","924BE15C-91F2-4AAD-941A-3F338324B6AE","A6506354-2A10-47E9-B0DF-5AC4EDDD4C97","CD0A92C9-887B-4968-AA9E-B62C4DBFE28D"
"ESRC","ES/S008381/1","Research Grant","Policy Influence","London School of Economics & Pol Sci","Grantham Research Inst on Climate Change","Fankhauser","Sam","http://orcid.org/0000-0003-2100-7888","Aligning Climate Finance for an Equitable and Sustainable Net Zero Future briefing note (Omukuti)","Contribution to new or Improved professional practice",,"National",,"https://www.google.com/url?q=https%3A%2F%2Fwww.gla.ac.uk%2Fmedia%2FMedia_818883_smxx.pdf&sa=D&sntz=1&usg=AFQjCNEbUinA9xp_7Np3btvLLjPIuPwPFg","622246bd376c66.54250048","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=policyinfluence&outcomeId=622246bd376c66.54250048&grantRef=ES%2FS008381%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=ES/S008381/1","84EB2D14-7CD1-4C01-9644-5ED5735DF24B","924BE15C-91F2-4AAD-941A-3F338324B6AE","EC177B1F-35EE-4B74-981D-E8382EE3D18C","CC1A5BC9-4839-450F-A040-B5A9A47ED62E"
"MRC","MR/M007405/1","Research Grant","Policy Influence","Peruvian University Cayetano Heredia","Research","Miranda","Jaime","http://orcid.org/0000-0002-4738-5468","UN independent group of scientists to draft Global Sustainable Development Report","Membership of a guideline committee",,"Multiple continents/international",,"https://sdgs.un.org/news/un-secretary-general-appoints-15-independent-scientists-draft-second-quadrennial-global","6226bfcfebca74.23281439","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=policyinfluence&outcomeId=6226bfcfebca74.23281439&grantRef=MR%2FM007405%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=MR/M007405/1","24AA7E25-2C57-4A9B-BEC3-ABD31AE1AA35","C008C651-F5B0-4859-A334-5F574AB6B57C","FCADB4C3-A4F5-41CC-ADE0-3845BCB6A916","74188D8F-BD80-4BA5-9C87-641CF1761AFB"
"NERC","NE/L013371/1","Research Grant","Policy Influence","NERC Centre for Ecology and Hydrology","Atmospheric Chemistry and Effects","Sutton","Mark","","UNECE Guidance Document on Integrated Sustainable Nitrogen Management Adopted, under the Air Convention","Citation in other policy documents",,"Multiple continents/international","The newly developed and now adopted UNECE Guidance Document on Integrated Sustainable Nitrogen Management will give governments, farmers and their advisers the evidence they need to reduce the nitrogen that is wasted to air and water, which is estimated at around USD 200 billion annually. It will help reduce nitrogen losses, keeping more nitrogen on farms, where it is needed, with benefits for food production, the economy, the environment and human health. The Guidance recognizes that the cost and effectiveness of measures to reduce N losses need to take account of the regional opportunities and constraints of farmers, including farm size, farm structure and economic context. The UNECE region includes both Europe and North America.","https://unece.org/environment/press/un-mobilises-action-tackle-200bn-year-waste-and-pollution-caused-global-nitrogen","604a1e82c02fc4.06546262","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=policyinfluence&outcomeId=604a1e82c02fc4.06546262&grantRef=NE%2FL013371%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/L013371/1","E18E9535-B8E1-4400-9776-C85A2D6374F9","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","4FC881BE-799E-459C-A287-2A68170426DA","AD04302A-28C2-4AEF-AFC4-D4A5839455A8"
"NERC","NE/S009019/2","Research Grant","Policy Influence","UK Ctr for Ecology & Hydrology fr 011219","Atmospheric Chemistry and Effects","Sutton","Mark","","UNECE Guidance Document on Integrated Sustainable Nitrogen Management Adopted, under the Air Convention","Citation in other policy documents",,"Multiple continents/international","The newly developed and now adopted UNECE Guidance Document on Integrated Sustainable Nitrogen Management will give governments, farmers and their advisers the evidence they need to reduce the nitrogen that is wasted to air and water, which is estimated at around USD 200 billion annually. It will help reduce nitrogen losses, keeping more nitrogen on farms, where it is needed, with benefits for food production, the economy, the environment and human health. The Guidance recognizes that the cost and effectiveness of measures to reduce N losses need to take account of the regional opportunities and constraints of farmers, including farm size, farm structure and economic context. The UNECE region includes both Europe and North America.","https://unece.org/environment/press/un-mobilises-action-tackle-200bn-year-waste-and-pollution-caused-global-nitrogen","604a1e82c02fc4.06546262","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=policyinfluence&outcomeId=604a1e82c02fc4.06546262&grantRef=NE%2FS009019%2F2","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/S009019/2","32638F74-FE80-4ADE-975A-DE4A8CFEF345","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","2431A6E2-13D5-40AB-A58A-AC75E6A3654E","AD04302A-28C2-4AEF-AFC4-D4A5839455A8"
"ESRC","ES/P011020/1","Research Grant","Policy Influence","University of Glasgow","College of Social Sciences","Wang","Ya Ping","http://orcid.org/0000-0002-3765-0205","Invitation to join Advisory Board for the WRI ROSS CENTER FOR SUSTAINABLE CITIES","Participation in a advisory committee",,"Multiple continents/international",,,"5e610b31e2b161.36147838","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=policyinfluence&outcomeId=5e610b31e2b161.36147838&grantRef=ES%2FP011020%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=ES/P011020/1","9B79F91C-FABF-4659-B6C2-FC5ACB40E96C","924BE15C-91F2-4AAD-941A-3F338324B6AE","AE58F21F-3622-4382-97BB-1359BD183E9F","35B19C25-9D9C-436B-98DE-9BE2076796E6"
"BBSRC","BB/H018824/1","Research Grant","Policy Influence","John Innes Centre","Crop Genetics","Uauy","Cristobal","","UK Global Food Security Science Advisory Board","Participation in a advisory committee",,"Multiple continents/international",,"https://www.foodsecurity.ac.uk/","5a6089ff1b8362.81851380","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=policyinfluence&outcomeId=5a6089ff1b8362.81851380&grantRef=BB%2FH018824%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=BB/H018824/1","A761FAC8-EC8B-452C-A4A3-6D256835200F","2512EF1C-401B-4222-9869-A770D4C5FAC7","63A7C928-3A19-4C14-812F-370961534DAC","C85FD069-6D6C-43BE-9E33-7C9643E7AC90"
"BBSRC","BB/L023229/1","Research Grant","Policy Influence","John Innes Centre","Crop Genetics","Uauy","Cristobal","","UK Global Food Security Science Advisory Board","Participation in a advisory committee",,"Multiple continents/international",,"https://www.foodsecurity.ac.uk/","5a6089ff1b8362.81851380","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=policyinfluence&outcomeId=5a6089ff1b8362.81851380&grantRef=BB%2FL023229%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=BB/L023229/1","0A268385-C37A-46E9-88E2-9D8AE2FA576C","2512EF1C-401B-4222-9869-A770D4C5FAC7","63A7C928-3A19-4C14-812F-370961534DAC","C85FD069-6D6C-43BE-9E33-7C9643E7AC90"
"BBSRC","BBS/E/J/000C0659","Intramural","Policy Influence","John Innes Centre","Contracts Office","Uauy","Cristobal","","UK Global Food Security Science Advisory Board","Participation in a advisory committee",,"Multiple continents/international",,"https://www.foodsecurity.ac.uk/","5a6089ff1b8362.81851380","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=policyinfluence&outcomeId=5a6089ff1b8362.81851380&grantRef=BBS%2FE%2FJ%2F000C0659","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=BBS/E/J/000C0659","7794CC1B-84A1-4E48-80F6-5EF80F293D21","2512EF1C-401B-4222-9869-A770D4C5FAC7","63A7C928-3A19-4C14-812F-370961534DAC","C85FD069-6D6C-43BE-9E33-7C9643E7AC90"
"BBSRC","BB/J019550/1","Research Grant","Policy Influence","John Innes Centre","Crop Genetics","Uauy","Cristobal","","UK Global Food Security Science Advisory Board","Participation in a advisory committee",,"Multiple continents/international",,"https://www.foodsecurity.ac.uk/","5a6089ff1b8362.81851380","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=policyinfluence&outcomeId=5a6089ff1b8362.81851380&grantRef=BB%2FJ019550%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=BB/J019550/1","E6FFA38E-7363-4B95-B3BE-6A7DD0B2339E","2512EF1C-401B-4222-9869-A770D4C5FAC7","63A7C928-3A19-4C14-812F-370961534DAC","C85FD069-6D6C-43BE-9E33-7C9643E7AC90"
"NERC","NE/G007748/1","Research Grant","Policy Influence","Imperial College London","Research Office","Loughhead","John","","Climate Change Select Committee Inquiry",,,,"Oral evidence to Energy and Climate Change Select Committee Inquiry on Green Deal Monitoring. 5th March 2103.",,"r_23810332166255e728","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=policyinfluence&outcomeId=r_23810332166255e728&grantRef=NE%2FG007748%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/G007748/1","9481C2F8-2F88-4AF2-AF39-0E12055BFC8B","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","46387D84-F71E-4B7D-8C7D-9C288F113510","2D62EDC0-4E9E-482E-94A7-0273114A5F48"
"NERC","earth010002","Other Grant","Policy Influence","National Centre for Earth Observation",,"van Leeuwen","Peter Jan","","Intergovernmental Panel on Climate Change","Participation in advisory committee",,"Multiple continents/international",,,"r-2611608461.11514476228286a","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=policyinfluence&outcomeId=r-2611608461.11514476228286a&grantRef=earth010002","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=earth010002","7F804BE2-136E-47BF-9028-BC5FF2921FC6","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","8B4F5DD7-E8D3-4F2C-B513-F7623AD25E1D","DC46D245-7279-4EC8-8945-E809C0F14181"
"MRC","G1002296","Fellowship","Policy Influence","London Sch of Hygiene and Trop Medicine","Public Health and Policy","Gasparrini","Antonio","http://orcid.org/0000-0002-2271-3568","Temperature, climate change and health","Influenced training of practitioners or researchers",,"Multiple continents/international",,,"56d9db9cc6bb80.52262485","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=policyinfluence&outcomeId=56d9db9cc6bb80.52262485&grantRef=G1002296","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=G1002296","19481D24-1944-43B3-92A5-BB924C55F6E2","C008C651-F5B0-4859-A334-5F574AB6B57C","055EA8B7-2C66-4FF5-96DD-63FA3AA7D0B7","70FE9A47-ADD8-434F-A4AE-31E67A285B4C"
"NERC","NE/L008750/1","Research Grant","Policy Influence","National Oceanography Centre","Science and Technology","Popova","Ekaterina","","Impacts of climate change on fisheries and aquaculture Cited by Food and Agriculture Organization of the United Nations on 01 Aug 2018. (Citing Barange et al. 2017; Popova et al 2016, Yool et al., 2015)","Citation in other policy documents",,"Multiple continents/international","The 2015 Paris Climate Agreement recognizes the need for effective and progressive responses to the urgent threat of climate change, through mitigation and adaptation measures, while taking into account the particular vulnerabilities of food production systems. The inclusion of adaptation measures in the fisheries and aquaculture sector is currently hampered by a widespread lack of targeted analyses of the sector's vulnerabilities to climate change and associated risks, as well as the opportunities and responses available. This report provides the most up-to-date information on the disaggregated impacts of climate change for marine and inland fisheries, and aquaculture, in the context of poverty alleviation and the differential dependency of countries on fish and fishery resources. The work is based on model projections, data analyses, as well as national, regional and basin-scale expert assessments. The results indicate that climate change will lead to significant changes in the availability and trade of fish products, with potentially important geopolitical and economic consequences, especially for those countries most dependent on the sector.","http://www.fao.org/documents/card/en/c/I9705EN","604245ea73f3c3.78942329","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=policyinfluence&outcomeId=604245ea73f3c3.78942329&grantRef=NE%2FL008750%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/L008750/1","3793BD7F-091A-45D4-9111-57CCEC4F5539","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","4DB630C7-7E13-4610-A1C3-29601903CEE3","813F6E5A-7C55-44B1-BC26-C77FF12DBD2C"
"BBSRC","BBS/E/J/000PR9780","Intramural","Policy Influence","John Innes Centre","Contracts Office","Uauy","Cristobal","","UK Global Food Security Science Advisory Board","Participation in a advisory committee",,"Multiple continents/international",,"https://www.foodsecurity.ac.uk/","5a6089ff1b8362.81851380","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=policyinfluence&outcomeId=5a6089ff1b8362.81851380&grantRef=BBS%2FE%2FJ%2F000PR9780","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=BBS/E/J/000PR9780","58FB67AF-4774-4F7A-BF96-16349282DE6E","2512EF1C-401B-4222-9869-A770D4C5FAC7","63A7C928-3A19-4C14-812F-370961534DAC","C85FD069-6D6C-43BE-9E33-7C9643E7AC90"
"BBSRC","BB/M025497/1","Research Grant","Policy Influence","John Innes Centre","Crop Genetics","Uauy","Cristobal","","UK Global Food Security Science Advisory Board","Participation in a advisory committee",,"Multiple continents/international",,"https://www.foodsecurity.ac.uk/","5a6089ff1b8362.81851380","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=policyinfluence&outcomeId=5a6089ff1b8362.81851380&grantRef=BB%2FM025497%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=BB/M025497/1","910A2CFB-7E8B-49CF-91E1-2F70B61802A1","2512EF1C-401B-4222-9869-A770D4C5FAC7","63A7C928-3A19-4C14-812F-370961534DAC","C85FD069-6D6C-43BE-9E33-7C9643E7AC90"
"ESRC","ES/L008610/1","Research Grant","Policy Influence","University of Cape Town","African Centre for Cities","Watson","Vanessa","","Western Cape, SA, Food Security Strategy","Membership of a guideline committee",,"Local/Municipal/Regional",,"https://www.westerncape.gov.za/sites/www.westerncape.gov.za/files/assets/140916_wcg_household_food_and_nutrition_security_strategic_framework.pdf","587a7df5538636.46445819","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=policyinfluence&outcomeId=587a7df5538636.46445819&grantRef=ES%2FL008610%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=ES/L008610/1","693C9CD4-AF55-4BD2-895E-53B78DAA72E8","924BE15C-91F2-4AAD-941A-3F338324B6AE","2C711771-B8F6-4CDF-9AC3-9FAB317463D9","5CCD9D20-55C7-4755-86FE-C93E9D6C0132"
