"FundingOrgName","ProjectReference","LeadROName","Department","ProjectCategory","PISurname","PIFirstName","PIOtherNames","PI ORCID iD","StudentSurname","StudentFirstName","StudentOtherNames","Student ORCID iD","Title","StartDate","EndDate","AwardPounds","ExpenditurePounds","Region","Status","GTRProjectUrl","ProjectId","FundingOrgId","LeadROId","PIId","School","College"
"NERC","NE/N006887/1","University of Edinburgh","Centre for Cardiovascular Science","Research Grant","Miller","Mark","Russell",NA,NA,NA,NA,NA,"Air Pollution Impacts on Cardiopulmonary Disease in Beijing: An integrated study of Exposure Science, Toxicogenomics and Environmental Epidemiology","18/01/2016","17/01/2020",214157,NA,"Scotland","Closed","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/N006887/1","FAAE57F2-FC65-4C6D-A624-9E6B61F7BD44","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","2DB7ED73-8E89-457A-A395-FAC12F929C1A","D1DBAF1B-6556-413C-A6A0-B5955055DB73","Other","Other"
"ESRC","ES/T008091/1","University of Edinburgh","Sch of Social and Political Science","Research Grant","Cross","Jamie",NA,NA,NA,NA,NA,NA,"Cool Infrastructures: Life With Heat in the Off Grid City","31/03/2020","29/09/2023",1777882,NA,"Scotland","Active","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=ES/T008091/1","07852973-000F-470E-9116-35552DBD8E98","924BE15C-91F2-4AAD-941A-3F338324B6AE","2DB7ED73-8E89-457A-A395-FAC12F929C1A","295BB6F5-73B6-49E0-A4E0-1CD4886B7EAB","School of Social and Political Science","College of Arts, Humanities & Social Sciences"
"NERC","NE/D001781/1","University of Edinburgh","Sch of Geosciences","Research Grant","Valdes","Paul",NA,NA,NA,NA,NA,NA,"QUEST Deglaciation: Climate and Biogeochemical Cycles during the last deglaciation.","20/08/2006","19/08/2008",97474,NA,"Scotland","Closed","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/D001781/1","06F029D4-C124-4AF1-A463-2B5836A0F8AB","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","2DB7ED73-8E89-457A-A395-FAC12F929C1A","FB4545E2-4E33-4C12-8B0C-5E19F0DF909A","School of Geosciences","College of Science and Engineering"
"NERC","NE/I020598/1","University of Edinburgh","Sch of Biological Sciences","Fellowship","Phillimore","Albert",NA,NA,NA,NA,NA,NA,"Climate driven phenotypic change: macroecology meets quantitative genetics","01/02/2012","31/01/2017",532468,NA,"Scotland","Closed","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/I020598/1","2C42918C-A11C-4E66-8274-E254CCDFC7A9","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","2DB7ED73-8E89-457A-A395-FAC12F929C1A","7816BA22-E5B6-4068-B29C-20B35984DC9E","School of Biological Sciences","College of Science and Engineering"
"EPSRC","EP/S006079/1","University of Edinburgh","Sch of Engineering","Research Grant","Myers","Rupert","Jacob","http://orcid.org/0000-0001-6097-2088",NA,NA,NA,NA,"Assessing Material Efficiency and Impacts in Buildings (AMEIB)","01/01/2019","28/09/2019",326180,NA,"Scotland","Closed","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/S006079/1","CC0251F7-F1E2-42BD-A4CF-53DFB422A12E","798CB33D-C79E-4578-83F2-72606407192C","2DB7ED73-8E89-457A-A395-FAC12F929C1A","736417C2-242C-4CA8-B06A-2BEA136DEC66","School of Engineering","College of Science and Engineering"
"EPSRC","EP/K504105/2","University of Edinburgh","Sch of Chemistry","Research Grant","Lloyd-Jones","Guy",NA,NA,NA,NA,NA,NA,"Recyclable Catalyst Technology for Cross-Coupling Reactions at Manufacturing Scale","30/09/2013","29/06/2015",169863,NA,"Scotland","Closed","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/K504105/2","71F70BA3-ED72-4ABD-9B81-777D3DA851E1","798CB33D-C79E-4578-83F2-72606407192C","2DB7ED73-8E89-457A-A395-FAC12F929C1A","8E16681F-5AB4-4AEC-B1E8-40ED46301A01","School of Chemistry","College of Science and Engineering"
"NERC","NE/P010911/1","University of Edinburgh","Sch of Geosciences","Research Grant","Clemens","Tom",NA,NA,NA,NA,NA,NA,"Environmental determinants of IVF treatment","28/02/2017","27/02/2018",51390,NA,"Scotland","Closed","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/P010911/1","7D4B34F9-7E84-498C-A5BB-B6A97ED4D21E","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","2DB7ED73-8E89-457A-A395-FAC12F929C1A","6DAF646F-25E4-45BA-9F25-7FD0D78C1558","School of Geosciences","College of Science and Engineering"
"NERC","NE/J011002/1","University of Edinburgh","Sch of Geosciences","Research Grant","Meir","Patrick",NA,NA,NA,NA,NA,NA,"Understanding how drought affects the risk of increased mortality in tropical rain forests","01/11/2012","31/12/2017",538239,NA,"Scotland","Closed","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/J011002/1","96565A4B-084A-4910-AF05-005251F13E33","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","2DB7ED73-8E89-457A-A395-FAC12F929C1A","5664A7E8-95DC-4DCA-A6C2-9C72A6A7CA75","School of Geosciences","College of Science and Engineering"
"BBSRC","BB/V009818/1","University of Edinburgh","The Roslin Institute","Research Grant","Houston","Ross",NA,NA,NA,NA,NA,NA,"Towards lice-resistant salmon: functional genetics and genome editing to enhance disease resistance in aquaculture","30/09/2021","29/09/2025",720626,NA,"Scotland","Active","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=BB/V009818/1","D03FF9FC-C9E1-4005-9C0C-9C2D6FEE83F4","2512EF1C-401B-4222-9869-A770D4C5FAC7","2DB7ED73-8E89-457A-A395-FAC12F929C1A","AEF3FD20-9B6A-4C56-B01F-2E70CCB9ABC5","Royal (Dick) School of Veterinary Science","College of Medicine & Veterinary Medicine"
"EPSRC","EP/F062583/1","University of Edinburgh","Sch of Engineering","Research Grant","Bruce","Tom",NA,NA,NA,NA,NA,NA,"Real-time wave field mapping for the offshore renewable energy industry","31/03/2008","29/09/2009",237809,NA,"Scotland","Closed","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/F062583/1","90210722-2E89-43C1-B77F-01A4908D7FE7","798CB33D-C79E-4578-83F2-72606407192C","2DB7ED73-8E89-457A-A395-FAC12F929C1A","3B50A7F7-FB13-45D4-BF0B-58DD2E6A36A8","School of Engineering","College of Science and Engineering"
"BBSRC","BB/H000690/1","University of Edinburgh","Inst for Molecular Plant Science","Research Grant","Fry","Stephen","C.",NA,NA,NA,NA,NA,"Metabolic basis of the borate cross-linking of rhamnogalacturonan-II a plant cell wall polysaccharide","01/03/2010","29/04/2013",379131,NA,"Scotland","Closed","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=BB/H000690/1","1147FCDC-65A9-46D5-86D6-3DED71FB6FF1","2512EF1C-401B-4222-9869-A770D4C5FAC7","2DB7ED73-8E89-457A-A395-FAC12F929C1A","71599423-3A02-4137-9F21-7BE97703A540","School of Biological Sciences","College of Science and Engineering"
"UKRI","MR/V026070/1","University of Edinburgh","Sch of Chemistry","Fellowship","Hobday","Claire","Louise",NA,NA,NA,NA,NA,"Development of barocaloric materials for next generation refrigerants","01/01/2022","31/12/2025",1138105,NA,"Scotland","Active","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=MR/V026070/1","F57E8208-F126-4792-92C7-997BA32E3C9B","5807F429-7BF0-4E42-917E-D4ADF5399E7B","2DB7ED73-8E89-457A-A395-FAC12F929C1A","F102DB92-A2A9-4187-8CA2-957D3FA21981","School of Chemistry","College of Science and Engineering"
"EPSRC","EP/W027747/1","University of Edinburgh","Sch of Geosciences","Research Grant","Molnar","Ian",NA,"http://orcid.org/0000-0002-6610-4975",NA,NA,NA,NA,"GigaWatt-Hour Subsurface Thermal Energy storAge: Engineered structures and legacy Mine shafts: STEaM","30/06/2022","29/06/2024",215571,NA,"Scotland","Active","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/W027747/1","D1B34C18-0FE5-4ED6-BDE9-4A1F272E7C9E","798CB33D-C79E-4578-83F2-72606407192C","2DB7ED73-8E89-457A-A395-FAC12F929C1A","7666CA36-33BE-49E1-9001-D45DD12761EB","School of Geosciences","College of Science and Engineering"
"NERC","NE/R018049/1","University of Edinburgh","Sch of Geosciences","Research Grant","McDermott","Christopher","Ian",NA,NA,NA,NA,NA,"Evaluation, Quantification and Identification of Pathways and Targets for the assessment of Shale Gas RISK (EQUIPT4RISK)","31/08/2018","30/08/2022",317240,NA,"Scotland","Active","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/R018049/1","26AC06D3-CB29-4F79-A3A4-21C2A9E292EF","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","2DB7ED73-8E89-457A-A395-FAC12F929C1A","F46D31C6-EB5D-4854-A559-4D11C498269A","School of Geosciences","College of Science and Engineering"
"NERC","NE/J016438/1","University of Edinburgh","Sch of Geosciences","Research Grant","Main","Ian","Graham","http://orcid.org/0000-0001-7031-6746",NA,NA,NA,NA,"Probability, Uncertainty and Risk in the Natural Environment","31/08/2012","22/05/2017",308537,NA,"Scotland","Closed","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/J016438/1","6A9C95C0-BCF1-4547-A581-1844BCD3FEC7","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","2DB7ED73-8E89-457A-A395-FAC12F929C1A","9A9B68B3-14B0-4ABF-B951-A53DC2CFDF12","School of Geosciences","College of Science and Engineering"
"NERC","NE/G013071/1","University of Edinburgh","Sch of Geosciences","Research Grant","Siegert","Martin","John",NA,NA,NA,NA,NA,"Airborne geophysical investigation targets basal boundary conditions for the Institute and Moller ice streams, West Antarctica","31/03/2010","30/07/2012",662418,NA,"Scotland","Closed","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/G013071/1","248F086B-1BEA-47C2-9D63-B625C878DD62","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","2DB7ED73-8E89-457A-A395-FAC12F929C1A","A783BA57-D7F6-4828-B1D0-E90F8040463B","School of Geosciences","College of Science and Engineering"
"BBSRC","BB/W01338X/1","University of Edinburgh","Sch of Biological Sciences","Research Grant","Rosser","Susan","Jane",NA,NA,NA,NA,NA,"21ENGBIO Controllable DNA polycatenanes of infinite length for intelligent biomaterials","31/01/2022","30/01/2023",100809,NA,"Scotland","Active","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=BB/W01338X/1","36E3748B-8F2E-450A-8CC7-56897D1B51BE","2512EF1C-401B-4222-9869-A770D4C5FAC7","2DB7ED73-8E89-457A-A395-FAC12F929C1A","0BF12FB6-EEAD-4536-BC76-BA5D67259245","School of Biological Sciences","College of Science and Engineering"
"BBSRC","BB/T004436/1","University of Edinburgh","The Roslin Institute","Research Grant","Moran","Dominic","Dominic",NA,NA,NA,NA,NA,"Environmental and Economic Impacts of Improved Antibiotics Stewardship in Poultry Systems","31/07/2019","30/05/2023",647418,NA,"Scotland","Active","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=BB/T004436/1","DADF1666-BA1B-49CD-AA33-6B6C1A2CA243","2512EF1C-401B-4222-9869-A770D4C5FAC7","2DB7ED73-8E89-457A-A395-FAC12F929C1A","25DCC672-D7DD-4FDD-9068-DB02DF2D51EE","Royal (Dick) School of Veterinary Science","College of Medicine & Veterinary Medicine"
"EPSRC","EP/J003999/1","University of Edinburgh","Sch of Physics and Astronomy","Fellowship","Gregoryanz","Eugene",NA,NA,NA,NA,NA,NA,"Synthesis and Studies of Novel States of Matter at Extreme Conditions","31/08/2011","30/08/2016",1103039,NA,"Scotland","Closed","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/J003999/1","80897241-03FC-4BB6-AE63-F3300C1B9726","798CB33D-C79E-4578-83F2-72606407192C","2DB7ED73-8E89-457A-A395-FAC12F929C1A","576BB511-7E5D-45BC-9DD4-2A201E71353C","School of Physics and Astronomy","College of Science and Engineering"
"NERC","NE/R011397/1","University of Edinburgh","Sch of Biological Sciences","Research Grant","Pedersen","Amy",NA,NA,NA,NA,NA,NA,"The impact of resource availability on parasite transmission: insights from a natural multi-parasite community","11/06/2018","31/12/2022",641701,NA,"Scotland","Active","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/R011397/1","5B2E3450-4647-4C6D-B933-08C08988AF0A","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","2DB7ED73-8E89-457A-A395-FAC12F929C1A","CAE724E3-EFEF-40A2-8096-5591A6A5A6F0","School of Biological Sciences","College of Science and Engineering"
"BBSRC","BB/M028321/1","University of Edinburgh","The Roslin Institute","Research Grant","Houston","Ross",NA,NA,NA,NA,NA,NA,"Genomic selection for improved resistance to Amoebic Gill Disease in farmed Atlantic salmon","30/04/2015","29/04/2017",113707,NA,"Scotland","Closed","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=BB/M028321/1","95EAC075-77FE-4611-BE24-FF8353FD1D0F","2512EF1C-401B-4222-9869-A770D4C5FAC7","2DB7ED73-8E89-457A-A395-FAC12F929C1A","AEF3FD20-9B6A-4C56-B01F-2E70CCB9ABC5","Royal (Dick) School of Veterinary Science","College of Medicine & Veterinary Medicine"
"ESRC","ES/P010008/1","University of Edinburgh","Sch of Social and Political Science","Fellowship","Jerstad","Heid",NA,"http://orcid.org/0000-0003-3013-052X",NA,NA,NA,NA,"Weather Matters: alleviating the consequences of climate change for housing and mobility in the Himalayas","02/01/2017","01/01/2018",0,NA,"Scotland","Closed","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=ES/P010008/1","D1C8FCCA-D360-469F-83BE-D4EAF2C44934","924BE15C-91F2-4AAD-941A-3F338324B6AE","2DB7ED73-8E89-457A-A395-FAC12F929C1A","03695B33-B8E8-4361-8237-8EA0C4AD34EA","School of Social and Political Science","College of Arts, Humanities & Social Sciences"
"EPSRC","EP/K038877/1","University of Edinburgh","Edinburgh Parallel Computing Centre","Research Grant","Turner","Andrew","Robert",NA,NA,NA,NA,NA,"libhpc Stage II: A Long-term Solution for the Usability, Maintainability and Sustainability of HPC Software","30/06/2013","29/06/2015",89953,NA,"Scotland","Closed","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/K038877/1","1326A9D5-C04E-46A5-A239-A3795B68BCFA","798CB33D-C79E-4578-83F2-72606407192C","2DB7ED73-8E89-457A-A395-FAC12F929C1A","930948BB-BCD3-499F-BE76-02FE611D3645","Other","Other"
"NERC","NE/H004130/1","University of Edinburgh","Sch of Geosciences","Research Grant","Merchant","Christopher","John","http://orcid.org/0000-0003-4687-9850",NA,NA,NA,NA,"Sea and Land Surface Temperature Radiometer (Sentinel 3): Pre-mission development of clear-cloud-aerosol classification","01/02/2010","31/01/2013",112103,NA,"Scotland","Closed","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/H004130/1","0DF58D26-5806-42B2-9181-8DA176DD54AF","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","2DB7ED73-8E89-457A-A395-FAC12F929C1A","0BB23C0D-0D0C-406C-B9CD-58BF95CCB90A","School of Geosciences","College of Science and Engineering"
"NERC","NE/V006940/1","University of Edinburgh","Sch of Geosciences","Research Grant","Ngwenya","Bryne","Tendelo","http://orcid.org/0000-0001-7810-764X",NA,NA,NA,NA,"LiFT - Lithium for Future Technology","14/11/2020","13/11/2023",284236,NA,"Scotland","Active","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/V006940/1","EB9101B5-20D3-408D-9901-C0C5596D5FB9","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","2DB7ED73-8E89-457A-A395-FAC12F929C1A","625B07E9-068A-42F6-A32F-A081564D4E6A","School of Geosciences","College of Science and Engineering"
"MRC","MR/K001744/1","University of Edinburgh","Sch of Biological Sciences","Research Grant","Blaxter","Mark","Lyon",NA,NA,NA,NA,NA,"Future-Proofing the Sustainability of the MRC High Throughput Sequencing Hub in Scotland","30/09/2012","29/09/2014",542586,NA,"Scotland","Closed","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=MR/K001744/1","E9DFCF84-F5FE-43D1-B15F-A34CEF468FB1","C008C651-F5B0-4859-A334-5F574AB6B57C","2DB7ED73-8E89-457A-A395-FAC12F929C1A","F51FAC2E-5696-4D0D-835A-1BCFEA68154A","School of Biological Sciences","College of Science and Engineering"
"NERC","NE/S004661/1","University of Edinburgh","Sch of Geosciences","Research Grant","Hegerl","Gabriele","C",NA,NA,NA,NA,NA,"Emergence of Climate Hazards","13/02/2019","11/08/2022",151631,NA,"Scotland","Active","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/S004661/1","704765AA-AFBD-4CAD-8FFD-75F71459C0DB","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","2DB7ED73-8E89-457A-A395-FAC12F929C1A","7CAFCCFA-D267-4B70-88F7-1CC2926400FE","School of Geosciences","College of Science and Engineering"
"BBSRC","BB/R008612/1","University of Edinburgh","The Roslin Institute","Research Grant","Houston","Ross",NA,NA,NA,NA,NA,NA,"Improving resistance to infectious salmon anaemia using genome editing: Novel approaches to tackling viral disease in aquaculture","31/03/2018","30/03/2022",452951,NA,"Scotland","Closed","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=BB/R008612/1","0258C81B-0F48-4FDE-BF1D-EDDBD16BE074","2512EF1C-401B-4222-9869-A770D4C5FAC7","2DB7ED73-8E89-457A-A395-FAC12F929C1A","AEF3FD20-9B6A-4C56-B01F-2E70CCB9ABC5","Royal (Dick) School of Veterinary Science","College of Medicine & Veterinary Medicine"
"NERC","NE/P010849/1","University of Edinburgh","Centre for Clinical Brain Sciences","Research Grant","Russ","Thomas","Charles","http://orcid.org/0000-0001-9797-2188",NA,NA,NA,NA,"Modelling historical air pollution and dementia/cognitive decline - towards a life course approach","27/02/2017","26/02/2018",45215,NA,"Scotland","Closed","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/P010849/1","66D8E70C-38F6-4A87-9FAF-551042C92075","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","2DB7ED73-8E89-457A-A395-FAC12F929C1A","4B1C5025-C59C-4E67-BDDC-6C9FB18AB6BF","Medical School","College of Medicine & Veterinary Medicine"
"NERC","NE/F017391/1","University of Edinburgh","Sch of Geosciences","Research Grant","Palmer","Paul",NA,NA,NA,NA,NA,NA,"Quantifying the impact of BOReal forest fires on Tropospheric oxidants over the Atlantic using Aircraft and Satellites (BORTAS)","31/05/2009","19/01/2014",524734,NA,"Scotland","Closed","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/F017391/1","BF69E103-8EFF-4D32-B993-7462A7855860","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","2DB7ED73-8E89-457A-A395-FAC12F929C1A","F64F8711-B1DE-406B-B648-5A427216B839","School of Geosciences","College of Science and Engineering"
"BBSRC","BB/W005859/1","University of Edinburgh","The Roslin Institute","Research Grant","Macqueen","Daniel","John",NA,NA,NA,NA,NA,"Immune cell dynamics predictive of vaccine protection in Atlantic salmon","31/03/2022","30/03/2025",500839,NA,"Scotland","Active","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=BB/W005859/1","2A413A8A-6113-4236-A728-9F85A3DD30EE","2512EF1C-401B-4222-9869-A770D4C5FAC7","2DB7ED73-8E89-457A-A395-FAC12F929C1A","E66F5EC8-74F3-4B4B-BE24-F372C8F542BE","Royal (Dick) School of Veterinary Science","College of Medicine & Veterinary Medicine"
"BBSRC","BB/R015325/1","University of Edinburgh","Sch of Biological Sciences","Research Grant","Blaxter","Mark","Lyon",NA,NA,NA,NA,NA,"BBR GenomeHubs - agile genome databasing for neglected organisms of agricultural, development and biodiversity importance","30/09/2018","29/06/2019",362519,NA,"Scotland","Closed","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=BB/R015325/1","D8E70D90-104D-4058-9D80-4EA91CE44829","2512EF1C-401B-4222-9869-A770D4C5FAC7","2DB7ED73-8E89-457A-A395-FAC12F929C1A","F51FAC2E-5696-4D0D-835A-1BCFEA68154A","School of Biological Sciences","College of Science and Engineering"
"AHRC","AH/N009371/1","University of Edinburgh","Sch of Geosciences","Research Grant","Panagiotakopulu","Eva",NA,NA,NA,NA,NA,NA,"Past environments, future challenges: Fossil insects and the preservation of environmental evidence from Egyptian archaeological sites","12/02/2016","29/04/2018",31965,NA,"Scotland","Closed","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=AH/N009371/1","C3FC6269-DBEA-4834-BA82-8AA89B611888","1291772D-DFCE-493A-AEE7-24F7EEAFE0E9","2DB7ED73-8E89-457A-A395-FAC12F929C1A","1672FF2D-96C0-44F5-AEF9-41ED1B9516EA","School of Geosciences","College of Science and Engineering"
"EPSRC","EP/P000703/1","University of Edinburgh","Sch of Engineering","Research Grant","Thompson","John","Scott",NA,NA,NA,NA,NA,"Low-complexity processing for mm-Wave massive MIMO","01/03/2017","29/02/2020",283516,NA,"Scotland","Closed","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/P000703/1","0A8E8D61-140C-4B97-BB20-9EB8F56B64E4","798CB33D-C79E-4578-83F2-72606407192C","2DB7ED73-8E89-457A-A395-FAC12F929C1A","CD1C861D-C8DC-4FA0-8AE5-4609C2272DB9","School of Engineering","College of Science and Engineering"
